id,booking_status_pred,Cancellation_prob
42404,0,0.2842369
42405,0,0.25545275
42406,0,0.31001773
42407,0,0.07127741
42408,0,0.17117286
42409,0,0.42728376
42410,1,0.8093139
42411,0,1.1032549e-11
42412,1,0.8972978
42413,1,0.7827538
42414,1,0.70469385
42415,0,0.2512358
42416,1,0.86353165
42417,0,0.16316023
42418,0,0.352423
42419,0,0.28067428
42420,0,0.13204862
42421,0,0.037953313
42422,0,0.4920189
42423,1,0.61209905
42424,1,0.84313065
42425,0,0.40657318
42426,0,0.32854167
42427,0,0.07883155
42428,0,0.1596325
42429,1,0.92041564
42430,0,0.27175736
42431,1,0.7425045
42432,1,0.91793627
42433,0,0.15580826
42434,0,3.7995567e-06
42435,0,0.030496856
42436,0,0.34724474
42437,0,0.16113064
42438,0,0.26936162
42439,1,0.94867575
42440,0,0.118384644
42441,1,0.9363597
42442,0,0.117302634
42443,0,0.13967359
42444,0,0.03806232
42445,0,0.035357904
42446,1,0.8369667
42447,0,0.14879848
42448,0,0.029058231
42449,0,0.2311529
42450,0,0.14718315
42451,0,0.21993932
42452,0,0.018285668
42453,0,0.15452681
42454,0,0.2276721
42455,0,0.35992268
42456,0,0.37061548
42457,0,0.028278157
42458,0,0.26495346
42459,0,0.4182291
42460,1,0.78934795
42461,0,0.0945362
42462,1,0.65933645
42463,0,0.19088314
42464,1,0.81461763
42465,0,0.15979247
42466,1,0.77558607
42467,0,0.42615524
42468,0,0.25575382
42469,0,0.11635569
42470,0,0.18684345
42471,0,0.42462835
42472,0,0.4138889
42473,0,0.04037149
42474,0,0.4246039
42475,0,0.06627625
42476,0,0.0014677445
42477,0,0.25293967
42478,1,0.7490267
42479,1,0.7829582
42480,0,0.0016549447
42481,0,0.1613552
42482,0,0.040456913
42483,0,0.45579997
42484,0,0.25069958
42485,0,0.020418212
42486,1,0.7593132
42487,0,0.4500848
42488,0,2.6931752e-05
42489,0,0.15912807
42490,0,0.04859716
42491,1,0.663226
42492,0,0.47557384
42493,0,0.11791645
42494,0,0.17616102
42495,0,0.41969767
42496,0,0.33522782
42497,0,0.0068622925
42498,0,0.051255442
42499,0,0.060925607
42500,0,0.09876983
42501,0,0.4091717
42502,1,0.5443449
42503,1,0.8259119
42504,0,0.029377785
42505,0,1.7421936e-08
42506,0,0.4031252
42507,0,0.0047267564
42508,0,0.15161407
42509,0,0.14473176
42510,1,0.6087487
42511,0,0.41781038
42512,0,0.1713096
42513,0,0.006024538
42514,0,0.013567841
42515,0,0.44644025
42516,0,0.42059514
42517,1,0.5801217
42518,1,0.8298076
42519,0,0.3364817
42520,0,0.48765886
42521,0,0.0065068863
42522,0,0.27931568
42523,0,0.20874903
42524,0,0.36278665
42525,1,0.7965662
42526,1,0.824265
42527,0,0.36715937
42528,1,0.5002954
42529,0,0.20745336
42530,0,0.46417934
42531,1,0.8405077
42532,0,0.21352334
42533,0,0.35721973
42534,0,0.06633736
42535,1,0.92680115
42536,0,0.13642333
42537,0,0.06941353
42538,1,0.7515083
42539,0,0.22224382
42540,0,0.18359305
42541,0,0.16633937
42542,0,0.22948524
42543,0,0.36689717
42544,0,0.01027326
42545,1,0.8676757
42546,0,0.030069204
42547,0,0.26207027
42548,0,0.4006677
42549,0,0.23472594
42550,0,0.3467186
42551,1,0.93821454
42552,1,0.6312819
42553,0,0.007008908
42554,0,0.18224415
42555,0,0.41475627
42556,0,0.120443396
42557,0,0.3863151
42558,0,0.21041328
42559,0,0.05155342
42560,0,0.15624921
42561,1,0.7245276
42562,1,0.8634563
42563,1,0.6571696
42564,0,0.41092688
42565,1,0.78726035
42566,1,0.95608157
42567,0,0.12977433
42568,0,0.021494072
42569,0,0.15747634
42570,0,0.28625986
42571,0,2.390278e-06
42572,0,0.42499045
42573,0,0.31848305
42574,0,0.46062773
42575,1,0.7862421
42576,0,0.10140716
42577,0,0.16672035
42578,0,0.00396564
42579,0,0.04314053
42580,0,1.409733e-20
42581,1,0.9209169
42582,0,0.10063318
42583,0,0.0283768
42584,0,0.015598028
42585,0,0.11040079
42586,0,9.056027e-05
42587,1,0.7230619
42588,0,0.21601775
42589,1,0.6054615
42590,1,0.90661955
42591,0,0.1594759
42592,0,0.1942593
42593,1,0.51036626
42594,0,0.014815702
42595,0,0.28931865
42596,0,0.2996591
42597,0,0.09179243
42598,0,0.27058634
42599,0,0.4024717
42600,0,0.0004577503
42601,1,0.5046532
42602,1,0.73175836
42603,0,0.23452827
42604,1,0.7213146
42605,0,0.47980917
42606,1,0.72639793
42607,0,0.37155497
42608,0,0.17575125
42609,0,4.6422765e-06
42610,1,0.627342
42611,1,0.6391019
42612,0,0.017729662
42613,0,0.066133775
42614,0,0.0018754544
42615,0,0.1410206
42616,1,0.83564496
42617,0,0.30047393
42618,1,0.53353876
42619,0,0.17311093
42620,1,0.79391634
42621,1,0.8034263
42622,0,0.42938647
42623,1,0.8020466
42624,0,0.015479582
42625,0,0.17100224
42626,1,0.8370736
42627,1,0.65760624
42628,1,0.70981944
42629,1,0.7115338
42630,1,0.85533035
42631,0,0.36494803
42632,0,0.0023739687
42633,0,0.035881687
42634,0,0.18747464
42635,0,0.119850464
42636,0,0.49826238
42637,0,0.3245983
42638,0,0.009941229
42639,1,0.63327074
42640,0,0.08551352
42641,0,0.05329732
42642,0,0.34475994
42643,0,0.1834889
42644,0,0.18894425
42645,1,0.6436942
42646,1,0.7658084
42647,0,0.113443285
42648,0,0.079431
42649,0,0.30685943
42650,1,0.5577445
42651,0,0.15539756
42652,0,0.12395373
42653,0,0.22077252
42654,0,0.17376968
42655,0,0.16449636
42656,0,0.4145467
42657,1,0.7911092
42658,0,0.06519435
42659,0,0.449778
42660,0,0.42200097
42661,0,0.2171501
42662,1,0.9053938
42663,0,0.02139437
42664,0,0.04745231
42665,0,0.2929595
42666,1,0.63418424
42667,0,0.050485406
42668,0,0.017716795
42669,1,0.85496
42670,1,0.8337017
42671,0,0.21247874
42672,1,0.92040795
42673,0,0.25442326
42674,0,0.0010725576
42675,0,0.27456117
42676,0,0.1892325
42677,0,0.47630367
42678,0,0.19088018
42679,0,0.12625289
42680,0,0.46222284
42681,0,0.039442394
42682,1,0.79573715
42683,1,0.93354714
42684,0,0.016913487
42685,0,0.16984016
42686,0,0.22021684
42687,0,0.017845143
42688,1,0.5459104
42689,1,0.91117805
42690,0,0.17094335
42691,0,0.01749298
42692,0,0.024129367
42693,1,0.59325254
42694,0,0.09076031
42695,0,0.26801696
42696,0,0.48592597
42697,0,0.40485463
42698,0,0.1630887
42699,1,0.57331526
42700,0,0.32765192
42701,0,0.002590945
42702,0,0.059695937
42703,0,0.34128058
42704,0,0.13151042
42705,0,0.009192087
42706,0,0.064019546
42707,0,0.0066158446
42708,0,0.02427485
42709,0,0.0011793352
42710,0,0.31208614
42711,0,0.33176336
42712,1,0.62822
42713,0,0.00519121
42714,0,0.15050441
42715,0,0.109661765
42716,1,0.5508075
42717,0,0.012584831
42718,0,0.046705022
42719,0,0.020724172
42720,1,0.7373329
42721,1,0.70585394
42722,0,0.30505037
42723,0,0.30370754
42724,0,0.38969043
42725,0,0.0015270778
42726,0,0.12353761
42727,1,0.8745507
42728,0,0.0860267
42729,1,0.9205498
42730,0,0.35150436
42731,0,0.027887082
42732,1,0.86723465
42733,1,0.69427943
42734,0,0.15643439
42735,0,0.21445777
42736,1,0.8704396
42737,1,0.5015646
42738,0,0.021538062
42739,0,0.20502496
42740,0,0.19710694
42741,1,0.8939138
42742,0,0.024915712
42743,1,0.64730453
42744,1,0.81297505
42745,1,0.80438143
42746,0,0.08341647
42747,1,0.6000574
42748,1,0.9135547
42749,1,0.5094289
42750,1,0.56667936
42751,0,0.035966396
42752,0,0.03868734
42753,0,0.38120723
42754,1,0.5769941
42755,1,0.81771797
42756,0,0.102283604
42757,0,0.041968066
42758,1,0.7553636
42759,1,0.53915226
42760,0,0.38939136
42761,0,0.013733864
42762,1,0.93492335
42763,0,0.25771722
42764,1,0.8957293
42765,0,0.39007083
42766,0,0.024284914
42767,0,0.0033050694
42768,1,0.5633102
42769,0,0.20072332
42770,0,0.029808445
42771,1,0.89156383
42772,0,0.1479739
42773,1,0.5764132
42774,0,0.059286572
42775,0,0.012168406
42776,0,0.02385433
42777,0,0.2639875
42778,0,0.43792936
42779,0,0.20488498
42780,0,0.020218424
42781,0,0.47673777
42782,0,0.051922604
42783,0,0.4855897
42784,1,0.699684
42785,1,0.5742127
42786,0,8.624744e-17
42787,1,0.63462645
42788,0,0.42141956
42789,1,0.9107187
42790,0,0.1399111
42791,0,0.037958566
42792,0,0.25481787
42793,0,0.07916001
42794,0,0.28796652
42795,1,0.6804945
42796,1,0.8572173
42797,0,0.0654699
42798,1,0.7548637
42799,0,0.037759077
42800,1,0.7455192
42801,1,0.7688972
42802,0,0.1328764
42803,0,0.09864117
42804,0,0.07184659
42805,0,0.013974574
42806,1,0.6717302
42807,0,0.23988095
42808,0,6.1165742e-06
42809,0,0.22435604
42810,1,0.8514449
42811,1,0.75434685
42812,0,0.22730511
42813,1,0.8078501
42814,1,0.5363095
42815,0,0.06132869
42816,0,0.018313995
42817,1,0.6112008
42818,0,0.35828993
42819,0,0.15079464
42820,1,0.68249786
42821,0,0.00493072
42822,1,0.7540005
42823,1,0.86810654
42824,0,0.13490479
42825,0,0.001170151
42826,1,0.91771597
42827,0,0.49396765
42828,1,0.7745667
42829,0,0.36204594
42830,1,0.8302606
42831,1,0.9190407
42832,0,0.12000932
42833,1,0.6677477
42834,0,0.09846505
42835,1,0.87526387
42836,0,0.45497635
42837,1,0.81367344
42838,0,0.022008626
42839,1,0.7577926
42840,0,0.022882333
42841,0,5.622391e-06
42842,0,0.2227619
42843,1,0.8026758
42844,0,0.28924248
42845,0,0.04622026
42846,1,0.77683836
42847,0,0.14172734
42848,0,0.015929202
42849,0,0.055372827
42850,0,0.18442246
42851,1,0.58559525
42852,1,0.5068221
42853,1,0.7816343
42854,0,0.033169933
42855,0,0.020048225
42856,0,0.14236693
42857,1,0.85133433
42858,0,0.074976675
42859,0,0.011325526
42860,0,0.41561735
42861,0,0.029604807
42862,0,0.00089315453
42863,0,0.0020928963
42864,1,0.9154484
42865,1,0.7589857
42866,0,0.12150915
42867,0,0.22061469
42868,1,0.80716807
42869,0,0.016950704
42870,0,0.08193625
42871,1,0.8226075
42872,0,0.22876234
42873,0,0.14820693
42874,0,0.34782085
42875,1,0.54848355
42876,1,0.56635064
42877,0,0.28725588
42878,0,0.39603788
42879,0,0.39172563
42880,0,0.015214448
42881,0,0.0010436838
42882,1,0.8666138
42883,1,0.6823921
42884,0,0.10334728
42885,1,0.90269434
42886,1,0.8192331
42887,0,0.21465285
42888,0,0.2229006
42889,1,0.7455203
42890,1,0.81951547
42891,0,0.17251083
42892,0,0.19945508
42893,0,0.09753112
42894,0,0.0071010464
42895,0,0.40261337
42896,0,0.09444693
42897,1,0.5185068
42898,1,0.85174227
42899,0,0.13260436
42900,0,0.15935798
42901,1,0.7520471
42902,0,0.22992933
42903,1,0.73354393
42904,1,0.5873714
42905,0,0.07211826
42906,0,0.19566011
42907,1,0.61605215
42908,1,0.6164521
42909,0,0.18036436
42910,0,0.009617571
42911,1,0.89961386
42912,0,0.2617495
42913,0,0.18717027
42914,0,0.2546398
42915,0,0.49547616
42916,0,0.0028578327
42917,0,0.021031681
42918,0,0.3055214
42919,0,0.30553988
42920,0,0.33569804
42921,1,0.8400429
42922,1,0.71948904
42923,1,0.9428712
42924,1,0.77997875
42925,1,0.5211677
42926,0,0.0030700064
42927,0,0.054605946
42928,0,0.431994
42929,0,0.030495118
42930,1,0.66859627
42931,0,0.38881356
42932,1,0.9128231
42933,0,0.0625678
42934,1,0.93507755
42935,0,0.18797016
42936,1,0.854355
42937,1,0.770889
42938,1,0.94363844
42939,0,0.19618441
42940,1,0.7610322
42941,0,0.46792603
42942,0,0.12380347
42943,1,0.8185838
42944,0,0.20737916
42945,1,0.7450339
42946,0,0.3290123
42947,0,0.053566333
42948,1,0.6040553
42949,0,0.010900707
42950,1,0.79108936
42951,0,0.11400626
42952,0,0.23819676
42953,1,0.8865178
42954,1,0.59077966
42955,1,0.9079937
42956,0,0.26388764
42957,0,0.49490422
42958,0,0.38323373
42959,0,0.15546374
42960,0,0.09369555
42961,0,0.4785311
42962,1,0.9378402
42963,0,0.09578453
42964,0,0.06330025
42965,0,0.0009243099
42966,1,0.9025376
42967,1,0.7661633
42968,0,0.004478671
42969,0,0.14569817
42970,0,0.16925907
42971,0,0.2610446
42972,1,0.78867036
42973,1,0.78403354
42974,0,0.036378164
42975,0,0.26486441
42976,0,0.22127716
42977,0,0.12875022
42978,1,0.63801146
42979,0,0.08490782
42980,1,0.51810455
42981,0,0.48855007
42982,0,0.22432502
42983,0,0.080081984
42984,0,0.43323538
42985,1,0.53173107
42986,1,0.50032794
42987,1,0.93647814
42988,0,0.052569557
42989,0,0.19168217
42990,1,0.7909499
42991,0,0.115747325
42992,0,0.05359074
42993,0,0.053340524
42994,1,0.6059636
42995,1,0.71582633
42996,0,0.15391752
42997,1,0.5806841
42998,1,0.85164887
42999,1,0.8446728
43000,0,0.23880151
43001,0,0.1978973
43002,0,0.33981222
43003,1,0.6785521
43004,1,0.81102115
43005,0,0.3065581
43006,1,0.79304004
43007,0,0.33608052
43008,0,0.21673982
43009,0,0.18690152
43010,1,0.5855025
43011,0,0.23682296
43012,0,0.41375652
43013,0,0.4577293
43014,1,0.6345351
43015,0,0.14656289
43016,0,0.3955148
43017,0,0.2636176
43018,0,0.05241152
43019,0,0.26439765
43020,1,0.82237244
43021,0,0.25393435
43022,0,0.49591792
43023,1,0.6942025
43024,0,0.06975325
43025,0,0.4784164
43026,1,0.62668365
43027,0,0.062137134
43028,0,0.25133142
43029,1,0.5560395
43030,0,0.12303177
43031,0,0.058997527
43032,0,0.012164587
43033,1,0.840183
43034,0,0.35463205
43035,0,0.33859512
43036,0,0.020884644
43037,0,0.03661423
43038,0,0.38222116
43039,0,0.2897812
43040,0,0.09348071
43041,0,0.122618504
43042,0,2.344199e-23
43043,1,0.8084926
43044,0,0.07491077
43045,0,0.18178013
43046,1,0.8211023
43047,0,0.29740748
43048,0,0.1538888
43049,0,0.12120492
43050,0,0.49697337
43051,0,0.12888153
43052,0,0.010549234
43053,1,0.6874327
43054,0,0.18711846
43055,0,0.20385876
43056,0,0.18171461
43057,0,0.10087806
43058,1,0.9162978
43059,1,0.82968307
43060,0,0.0074373404
43061,0,0.054202247
43062,0,0.29134136
43063,1,0.69544125
43064,1,0.8072275
43065,0,0.41038424
43066,0,0.18462439
43067,0,0.2178843
43068,1,0.639668
43069,0,0.027839215
43070,0,0.22169907
43071,0,3.1758576e-05
43072,0,0.0032884302
43073,0,0.2691797
43074,1,0.7447746
43075,0,0.15190685
43076,0,0.0064101904
43077,0,0.36375514
43078,0,0.32944715
43079,1,0.59123766
43080,0,0.1269099
43081,0,0.08739668
43082,0,0.15664066
43083,0,0.09260859
43084,0,0.004573906
43085,0,1.681409e-05
43086,0,0.022020146
43087,1,0.5490249
43088,0,0.38198733
43089,1,0.90083355
43090,1,0.5863492
43091,1,0.85640556
43092,0,0.0139204
43093,1,0.91853076
43094,0,0.3097071
43095,0,0.0042751324
43096,1,0.73556864
43097,0,0.08897377
43098,1,0.7217652
43099,1,0.81567717
43100,0,0.4653805
43101,0,0.24184482
43102,1,0.708002
43103,0,0.043030348
43104,0,0.053395376
43105,0,0.39594442
43106,0,0.49397865
43107,1,0.5544564
43108,0,0.025220864
43109,0,0.29286045
43110,1,0.8335915
43111,0,0.3978972
43112,1,0.84272647
43113,0,0.19570033
43114,1,0.7559825
43115,0,0.25616175
43116,1,0.6362394
43117,0,0.1789954
43118,0,0.094007775
43119,1,0.66710824
43120,1,0.8368039
43121,0,0.11097484
43122,0,0.47616106
43123,1,0.7253223
43124,1,0.8830604
43125,1,0.7636532
43126,0,0.40432292
43127,1,0.569857
43128,1,0.91411597
43129,1,0.6787833
43130,0,0.18392956
43131,1,0.57169837
43132,0,0.3349122
43133,1,0.83066124
43134,1,0.61608
43135,1,0.5158625
43136,0,0.25933608
43137,0,0.34215763
43138,0,0.05325249
43139,0,0.17508245
43140,0,0.17683026
43141,0,0.08842984
43142,1,0.92904747
43143,0,0.3200059
43144,1,0.7112307
43145,1,0.9125084
43146,0,0.04812395
43147,0,0.26223227
43148,1,0.81428766
43149,0,0.030619748
43150,1,0.6689642
43151,0,0.10827667
43152,0,0.016495485
43153,0,0.19113709
43154,0,0.07273624
43155,0,0.18191692
43156,0,0.030551232
43157,0,0.018620363
43158,1,0.6312819
43159,0,0.22593945
43160,1,0.87599903
43161,0,0.045729723
43162,0,0.3574486
43163,0,0.019919509
43164,0,0.027024144
43165,1,0.66184074
43166,0,0.025061147
43167,0,0.0012985417
43168,0,0.0004428717
43169,1,0.5273209
43170,0,0.16029921
43171,1,0.88467675
43172,1,0.9269243
43173,0,0.22026548
43174,1,0.8568505
43175,1,0.9259602
43176,0,0.16052382
43177,0,0.029188877
43178,0,0.01816293
43179,1,0.51093775
43180,1,0.83164436
43181,0,0.18565093
43182,1,0.8595934
43183,0,0.0008152634
43184,0,0.36183554
43185,1,0.87897813
43186,0,2.894993e-07
43187,1,0.57917255
43188,0,0.464832
43189,0,0.037360866
43190,0,0.23441619
43191,0,0.22122993
43192,1,0.61694205
43193,0,0.2590359
43194,0,0.39536497
43195,0,0.12288126
43196,1,0.5977306
43197,0,0.25626698
43198,1,0.84651625
43199,0,0.001991303
43200,0,0.3170778
43201,1,0.7808398
43202,0,0.031391084
43203,0,0.056637444
43204,0,0.42822397
43205,0,0.09572645
43206,1,0.76833296
43207,0,0.0015596666
43208,1,0.9173045
43209,0,0.16552016
43210,0,0.27173135
43211,1,0.5840295
43212,1,0.559068
43213,0,0.40903226
43214,0,0.04067747
43215,0,0.2298823
43216,1,0.5152029
43217,0,0.05662259
43218,1,0.59687716
43219,0,0.0006004145
43220,1,0.5127537
43221,0,0.47063115
43222,0,0.24806464
43223,0,0.0048601218
43224,0,0.08210028
43225,0,0.15939896
43226,1,0.64307326
43227,1,0.65709305
43228,0,0.2238569
43229,0,0.08921928
43230,0,4.090593e-05
43231,1,0.7436059
43232,0,0.45079932
43233,0,0.17039548
43234,0,0.02680497
43235,0,0.00089037605
43236,0,0.0024018635
43237,0,0.230352
43238,0,0.12016369
43239,0,0.06425
43240,0,0.05194423
43241,0,0.41716027
43242,0,0.1499076
43243,0,0.39016932
43244,1,0.8769487
43245,0,0.4562906
43246,0,0.0023418465
43247,0,0.14707984
43248,1,0.65333104
43249,1,0.8003525
43250,1,0.753419
43251,1,0.54521036
43252,1,0.9277842
43253,0,0.014791695
43254,1,0.8012281
43255,1,0.77720284
43256,1,0.82956856
43257,0,0.0400331
43258,1,0.9049932
43259,0,0.001333427
43260,1,0.9163209
43261,0,0.368897
43262,0,0.104714595
43263,1,0.50224066
43264,0,0.4414837
43265,1,0.58011585
43266,1,0.69799626
43267,0,0.14011073
43268,0,0.039632205
43269,0,0.0001040359
43270,1,0.7484238
43271,0,0.108188584
43272,0,0.4485738
43273,1,0.87457424
43274,0,0.024801223
43275,0,0.21073847
43276,0,0.3543997
43277,0,0.39220527
43278,1,0.9358241
43279,1,0.7894034
43280,0,0.1389731
43281,0,0.030755844
43282,0,0.38943064
43283,1,0.77928215
43284,0,0.09440709
43285,0,0.1675177
43286,0,0.4937615
43287,0,0.47667047
43288,0,0.30404592
43289,1,0.827386
43290,0,0.0015479738
43291,0,0.062482703
43292,0,0.09209077
43293,1,0.8522844
43294,0,0.4338992
43295,0,0.36888734
43296,1,0.8448079
43297,1,0.51896393
43298,0,0.11699491
43299,0,0.16285007
43300,0,0.09408325
43301,0,0.2610897
43302,0,0.2904197
43303,1,0.55077535
43304,0,0.302283
43305,0,0.07780364
43306,1,0.7945018
43307,0,0.06396603
43308,1,0.6799594
43309,1,0.8941662
43310,0,0.4052424
43311,0,0.33617935
43312,0,0.046882365
43313,1,0.84622985
43314,0,0.40915966
43315,1,0.91599345
43316,1,0.5018733
43317,0,0.15271698
43318,0,0.40637594
43319,0,0.19302243
43320,1,0.7466731
43321,1,0.7474696
43322,0,0.3225465
43323,1,0.9097964
43324,0,0.40569898
43325,0,0.26304296
43326,0,0.01401045
43327,1,0.76246756
43328,0,0.3328779
43329,0,0.3069124
43330,0,0.17740728
43331,0,0.027472895
43332,1,0.9367495
43333,0,0.21073617
43334,0,0.45645794
43335,0,0.025802197
43336,0,0.0018328915
43337,1,0.5865226
43338,1,0.53443134
43339,0,0.05065261
43340,0,0.018314622
43341,1,0.9161409
43342,1,0.681562
43343,1,0.8040344
43344,0,0.19051598
43345,0,0.22750193
43346,1,0.77439874
43347,1,0.5245452
43348,1,0.93275255
43349,0,0.12418995
43350,0,0.10903928
43351,1,0.8147621
43352,1,0.6646734
43353,1,0.8768536
43354,1,0.78235227
43355,0,0.46733132
43356,0,9.800946e-06
43357,1,0.8542608
43358,0,0.0069418787
43359,0,0.096180655
43360,0,0.233001
43361,0,0.046933036
43362,0,0.084887154
43363,0,0.059108403
